DisNo.,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$)
2002-0374-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",Monssonal rain,,93065,276600,Km2,,,2002,6,21,2002,8,28,549,,42000000,,42000000,30772
2002-0379-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Arizona province,,,,1320,Km2,,,2002,6,20,2002,6,20,,,,1269,1269,200500
2002-0404-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Fort Frances, Rainy River, Alberton, Atikokan, Chapple, Dawson, Emo, La Vallee cities (Kenora district, Ontario province), Ignace, Lake of the Woods, Nestor Falls, Sioux Narrows, Machin cities (Rainy river district, Ontario province)",Heavy rain,,,5530,Km2,,,2002,6,9,2002,6,12,,,,,,
2002-0409-CAN,Climatological,Wildfire,Forest fire,,CAN,Canada,Northern America,Americas,"Lac-Saint-Jean-Est, Le Domaine-du-Roy, Le Saguenay-et-son-Fjord, Maria-Chapdelaine, Nord-du-Québec districts (Quebec / Québec province)",,,,2670,Km2,,,2002,7,,2002,7,,,,600,,600,
2002-0411-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Comal, Guadalupe, Bandera, Uvalde, McMullen, Taylor districts (Texas province)",Heavy rain,,,108300,Km2,,,2002,6,30,2002,7,23,10,,144000,,144000,1000000
2002-0490-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",Heavy rain,,,6770,Km2,,,2002,8,11,2002,8,13,33,50,,,50,20000
2002-0539-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,Balaghat district (Madhya Pradesh province),,,,,Km2,,,2002,8,20,2002,8,20,100,,3000,,3000,
2002-0568-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",Monssonal rain,,,79000,Km2,,,2002,9,3,2002,9,6,22,,5000,,5000,
2002-0569-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Ladysmith city (Rusk district, Wisconsin province)",,,,,Kph,,,2002,9,5,2002,9,5,,36,450,51,537,20000
2002-0584-IND,Geophysical,Earthquake,Ground movement,,IND,India,Southern Asia,Asia,Andaman Islands district (Andaman and Nicobar province),,Tsunami/Tidal wave,,6.5,Moment Magnitude,13.036,93.068,2002,9,13,2002,9,13,2,,,200,200,
2002-0600-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,Georgia province,Heavy rain,,,5460,Km2,,,2002,9,21,2002,9,24,,,750,,750,
2002-0618-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Claremont, Glendora, La Verne areas (Los Angeles district, California province))",,,,93,Km2,,,2002,9,22,2002,9,22,,,2000,213,2213,
2002-0625-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,Oregon province,,,,2023,Km2,,,2002,7,,2002,7,,,,,,,
2002-0650-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",Monsoonal rain,,,9750,Km2,,,2002,10,10,2002,10,16,11,,,,,
2002-0652-USA,Meteorological,Storm,Tropical cyclone,Isidore,USA,United States of America,Northern America,Americas,"Louisiane, Mississippi, Alabama, Tennessee provinces",,,,105,Kph,,,2002,9,26,2002,9,27,1,,13200,,13200,300000
2002-0700-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",,,,200,Kph,,,2002,11,5,2002,11,10,36,115,3600,351,4066,700000
2002-0702-IND,Meteorological,Storm,Tropical cyclone,,IND,India,Southern Asia,Asia,"Baleshwar, Bhadrak, Jagatsinghpur, Kendrapara districts (Orissa province), East Midnapore, North 24 Parganas, South 24 Parganas (West Bengal province)",,,,60,Kph,,,2002,11,13,2002,11,13,124,,,,,
2002-0724-USA,Meteorological,Storm,Tropical cyclone,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,,,Kph,,,2002,10,3,2002,10,3,,,,,,2000000
2002-0729-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",,,,,Km2,,,2002,10,1,2002,10,1,20,,200,,200,
2002-0751-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,,,Kph,,,2002,12,4,2002,12,5,30,,,,,450500
2002-0793-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Marin, Los Angeles, Santa Cruz districts (California province), Oregon, Nevada provinces",,,,,Kph,,,2002,12,19,2002,12,19,13,,,,,
2002-0802-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Oklahoma, Massachusetts, New York, Arkansas, Missouri, New Mexico, Louisiana, Texas provinces",,,,,Kph,,,2002,12,23,2002,12,23,18,,,,,
2002-0818-IND,Meteorological,Extreme temperature,Cold wave,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Himachal Pradesh, Rajasthan, Jharkhand, Jammu and Kashmir, Punjab, Haryana, Delhi provinces",,,,5,°C,,,2002,12,,2002,12,,900,,,,,
2002-0880-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Fulton, Tioga, Broome, Oswego, Delaware, Dutchess districts (New York province), Wayne district (Pennsylvania province), Connecticut, Massachusetts, Michigan, New Hampshire, New Jersey, Ohio, Wisconsin provinces",,,,,Kph,,,2002,5,30,2002,6,1,1,47,,,47,
2003-0085-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",,,,,Kph,,,2003,2,14,2003,2,18,44,,120,,120,200000
2003-0087-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Badger town (Division No. 6 district, Newfoundland and Labrador province)",Ice jams,,,1000,Km2,,,2003,2,15,2003,2,21,,,1100,,1100,
2003-0089-IND,Meteorological,Storm,Storm (General),,IND,India,Southern Asia,Asia,Betul district (Madhya Pradesh province),,,,,Kph,,,2003,2,17,2003,2,17,20,,,200,200,
2003-0099-IND,Meteorological,Storm,Storm (General),,IND,India,Southern Asia,Asia,"Jammu and Kashmir (40424 to 40431), Punjab, Haryana provinces",,Hail,,,Kph,,,2003,2,19,2003,2,19,14,4,,,4,
2003-0100-IND,Meteorological,Storm,Tropical cyclone,,IND,India,Southern Asia,Asia,Gujarat province,,,,,Kph,,,2003,2,18,2003,2,18,5,,140,,140,
2003-0134-IND,Meteorological,Storm,Hail,,IND,India,Southern Asia,Asia,"Bankura, Hugli, Haora districts (West Bengal province)",,,,,Kph,,,2003,3,12,2003,3,12,30,500,294765,190645,485910,16000
2003-0139-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,Flood|Hail,,,Kph,,,2003,3,18,2003,3,20,6,200,,186,386,5000000
2003-0147-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Denver, Boulder districts (Colorado province), Wyoming province",,Transport accident,,,Kph,,,2003,3,20,2003,3,20,3,,,,,25000
2003-0151-IND,Hydrological,Mass movement (wet),Avalanche (wet),,IND,India,Southern Asia,Asia,Administrative unit not available district (Jammu and Kashmir province),,,,,,,,2003,3,3,2003,3,3,25,,,,,
2003-0182-IND,Meteorological,Storm,Tropical cyclone,,IND,India,Southern Asia,Asia,"Chirakhawa, Chirakhawa Topopara, Peepulbari part 1, Peepulbari part 2, Bhurakata, Baliabeel, Bengerbhita, Baushkata areas (Dhuburi district, Assam province)",,Rain,,100,Kph,,,2003,4,22,2003,4,22,45,4000,,600,4600,
2003-0210-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,,,Kph,,,2003,5,4,2003,5,10,45,145,,15000,15145,4000000
2003-0231-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Colchester, Cumberland districts (Nova Scotia/Nouvelle Ecosse province)","Heavy rains, snow melt",,,13530,Km2,,,2003,3,31,2003,4,3,2,,170,,170,10000
2003-0234-IND,Meteorological,Storm,Tropical cyclone,,IND,India,Southern Asia,Asia,"Mekhliganj, Haldibari, Fukaldabri, Nijtaraf, Kasiabari, Bholarhat, Beltali areas (Kochbihar district, West Bengal province)",,,,,Kph,,,2003,4,12,2003,4,12,,60,,400,460,
2003-0250-IND,Meteorological,Extreme temperature,Heat wave,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",,Drought,,49,°C,,,2003,5,14,2003,6,6,1210,,,,,400000
2003-0283-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Assam, Bihar, Tripura, West Bengal provinces",Mousson rains,,79,,Km2,,,2003,6,11,2003,10,10,142,,4550000,,4550000,
2003-0299-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Summerhaven area (Pima district, Arizona province), Lemmon mount (Pima district, Arizona province)",,,,16,Km2,,,2003,6,17,2003,6,20,,,,750,750,
2003-0334-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Allen, Carroll, Adams, Cass, Howard, Tipton, Wells, Miami, Boone, Jennings, Clay, Tippecanoe, Huntington, Decatur districts (Indiana province), Allen, Auglaize, Van Wert, Darke, Mercer, Miami districts (Ohio province), Mercer, Shelby, Logan, Hamilton, Winnebago districts (Illinois province)",Heavy rains,Rain,,150500,Km2,,,2003,7,5,2003,7,21,3,,1200,,1200,106000
2003-0369-CAN,Climatological,Wildfire,Forest fire,,CAN,Canada,Northern America,Americas,"British Columbia, Alberta, Saskatchewan, Manitoba provinces",,,,2500,Km2,,,2003,8,1,2003,9,14,1,,,,,545000
2003-0387-IND,Hydrological,Flood,Riverine flood,,IND,India,Southern Asia,Asia,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",Monsoon rains,,,,Km2,,,2003,7,15,2003,9,1,13,,10000,4500,14500,
2003-0413-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Palm Beach district (Florida province),,,,,Kph,,,2003,8,8,2003,8,8,,,1500,,1500,
2003-0417-CAN,Hydrological,Flood,Flash flood,,CAN,Canada,Northern America,Americas,"Bois-Franc municipality (La Vallée-de-la-Gatineau district, Quebec province)",Brief torrential rain,,,1990,Km2,,,2003,8,4,2003,8,5,,,400,,400,10000
2003-0448-BMU,Meteorological,Storm,Tropical cyclone,Fabian,BMU,Bermuda,Northern America,Americas,,,Rain,,240,Kph,,,2003,9,5,2003,9,6,4,,,,,300000
2003-0468-CAN,Meteorological,Storm,Tropical cyclone,Isabel,CAN,Canada,Northern America,Americas,Ontario province,,,,,Kph,,,2003,9,18,2003,9,18,,,,,,
2003-0468-USA,Meteorological,Storm,Tropical cyclone,Isabel,USA,United States of America,Northern America,Americas,"North Carolina, Maryland, Virginia, West Virginia, Delaware, Pennsylvania, New Jersey, District of Columbia provinces",,Flood,,170,Kph,,,2003,9,18,2003,9,22,16,,225000,,225000,3370000
2003-0487-CAN,Meteorological,Storm,Tropical cyclone,Juan,CAN,Canada,Northern America,Americas,"Nova Scotia, Prince Edward Island provinces",,Flood,,143,Kph,,,2003,9,28,2003,9,29,2,,200,,200,110000
2003-0511-CAN,Hydrological,Flood,Riverine flood,,CAN,Canada,Northern America,Americas,"Squamish, Pemberton, Whistler, Mount Currie cities (Squamish-Lillooet district, Bristish Columbia province), Fraser Valley city (Fraser Valley district, British Columbia province), Capital district (Bristish Columbia province)",Heavy rains,,,,Km2,,,2003,10,17,2003,10,26,2,,800,,800,15000
2003-0511-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Snohomish, Mason, Grays Harbor, Jefferson, Clallam, Skagit, Whatcom districts (Washington province)",Heavy rains,,,,Km2,,,2003,10,17,2003,10,26,,,,,,
2003-0518-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Fontana, Rancho Cucamonga areas (San Bernardino district, California province)",,,,1133,Km2,,,2003,10,25,2003,11,4,14,104,27000,,27104,
2003-0595-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"West Virginia, Tennessee, Kentucky, Pennsylvania, North Carolina, Virginia provinces",,"Flood|Slide (land, mud, snow, rock)",,,Kph,,,2003,11,20,2003,11,20,8,,1125,,1125,
2003-0605-IND,Meteorological,Storm,Tropical cyclone,,IND,India,Southern Asia,Asia,"Krishna, Guntur, West Godavari districts (Andhra Pradesh province)",,Cold wave|Rain,,100,Kph,,,2003,12,17,2003,12,17,50,,,40000,40000,28000
2003-0618-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Pennsylvania, Connecticut, New York, New Jersey, Vermont, Virginia, Massachusetts, Rhode Island provinces",,Transport accident,,,Kph,,,2003,12,6,2003,12,7,13,,,,,
2003-0623-USA,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,"Paso Robles, Templeton, Atascadero, Cambria, Morro Bay, Oceano villages (San Luis Obispo district, California province)",,,,6.5,Moment Magnitude,35.7005,-121.1005,2003,12,22,2003,12,22,2,40,,120,160,200000
2003-0633-USA,Hydrological,Mass movement (wet),Mudslide,,USA,United States of America,Northern America,Americas,San Bernardino district (California province),Heavy rains,,,,,,,2003,12,25,2003,12,26,15,15,,,15,
2003-0636-IND,Meteorological,Extreme temperature,Cold wave,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Himachal Pradesh, Haryana, Jammu and Kashmir provinces",,,,,°C,,,2003,12,15,2004,1,,400,,,,,
2003-0663-USA,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,Los Angeles district (California province),Brief torrential rain,,,250,Km2,,,2003,11,12,2003,11,13,18,,,,,
